genome_name	genome	taxonomy	moco_synthesis	dmso_red_fam_a	so_fam_a	aor_fam	xo_fam_c	mo_n_fix	alt_n_fix	femoco_synthesis	mo_storage	mo_traffick	mo_transport	mo_w_transport	w_transport
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_faecalis_D32	GCA_000281195.1	Firmicutes	10	1	0	0	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Melissococcus_plutonius_ATCC_35311	GCA_000270185.1	Firmicutes	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Tetragenococcus_halophilus_NBRC_12172	GCA_000283615.1	Firmicutes	6	1	0	0	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_acidophilus_NCFM	GCA_000011985.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_catenaformis_OT_569	GCA_000340375.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_claussenii_P06_ATCC_BAA_344	GCA_000237995.2	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_kimchii_IMSNU11154	GCA_000092505.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Oenococcus_oeni_PSU_1	GCA_000014385.1	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Weissella_ceti_WS74	GCA_000750515.1	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_garvieae_Lg2	GCA_000269945.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_mutans_GS_5	GCA_000271865.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_oremlandii_OhILAs	GCA_000018325.1	Firmicutes	19	5	0	2	4	0	0	2	0	0	3	1	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Butyricicoccus_pullicaecorum_1.2	GCA_000398925.1	Firmicutes	7	0	0	0	3	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloramator_australicus_RC3	GCA_000297115.1	Firmicutes	12	1	0	2	2	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Candidatus_Arthromitus_sp._SFB_mouse_Japan	GCA_000270205.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acetobutylicum_EA_2018	GCA_000191905.1	Firmicutes	8	0	0	1	0	3	0	2	0	0	2	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acidurici_9a_DSM_604	GCA_000299355.1	Firmicutes	14	5	0	1	3	0	0	3	0	0	4	1	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_bartlettii_DSM_16795_unfinished_sequence	GCA_000154445.1	Firmicutes	12	6	0	0	1	0	0	2	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_clariflavum_EBR_45_DSM_19732	GCA_000237085.1	Firmicutes	2	0	0	0	0	4	0	3	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_lentocellum_DSM_5427	GCA_000178835.2	Firmicutes	4	0	0	0	0	3	0	4	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_nexile_DSM_1787_unfinished_sequence	GCA_000156035.2	Firmicutes	9	0	0	0	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_orbiscindens_1_3_50AFAA	GCA_000760655.1	Firmicutes	6	0	0	0	3	0	0	6	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_phytofermentans_ISDg	GCA_000018685.1	Firmicutes	10	0	0	0	3	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Fervidicella_Metallireducens_AeB	GCA_000601455.1	Firmicutes	7	0	0	3	0	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Thermobrachium_celere_JWYL_NZ35_DSM_8682	GCA_000430995.1	Firmicutes	10	1	0	2	0	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Youngiibacter_fragile_232.1	GCA_000495435.3	Firmicutes	10	0	0	6	2	3	0	2	0	0	3	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Anaerococcus_prevotii_DSM_20548	GCA_000024105.1	Firmicutes	8	0	0	0	2	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Finegoldia_magna_ATCC_29328	GCA_000010185.1	Firmicutes	9	2	0	0	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Peptoniphilus_harei_ACS_146_V_Sch2b_contig00003	GCA_000183565.2	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XII._Incertae_Sedis_Acidaminobacter_hydrogenoformans_DSM_2784	GCA_900103005.1	Firmicutes	13	6	1	7	7	0	0	0	0	0	3	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIII._Incertae_Sedis_Mogibacterium_timidum_ATCC_33093	GCA_000525775.1	Firmicutes	2	0	0	0	0	0	0	4	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIV._Incertae_Sedis_Anaerobranca_gottschalkii_DSM_13577	GCA_900111575.1	Firmicutes	10	4	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVII._Incertae_Sedis_Sulfobacillus_acidophilus_TPY	GCA_000219855.1	Firmicutes	14	6	1	0	7	0	0	0	0	0	1	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVII._Incertae_Sedis_Thermaerobacter_marianensis_DSM_12885	GCA_000184705.1	Firmicutes	14	1	1	0	4	0	0	0	0	0	2	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVIII._Incertae_Sedis_Symbiobacterium_thermophilum_IAM_14863	GCA_000009905.1	Firmicutes	18	13	0	5	0	0	0	0	0	0	3	0	4
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Acetobacterium_woodii_WB1_DSM_1030	GCA_000247605.1	Firmicutes	11	4	0	1	6	3	4	4	0	0	5	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Anaerofustis_stercorihominis_DSM_17244_unfinished_sequence	GCA_000154825.1	Firmicutes	4	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_biforme_DSM_3989_unfinished_sequence	GCA_000156655.1	Firmicutes	6	0	0	0	1	0	0	0	0	0	3	0	1
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_limosum_KIST612	GCA_000152245.2	Firmicutes	12	1	0	3	1	0	0	1	0	0	3	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_sp._AS15	GCA_000287695.1	Firmicutes	7	0	0	0	3	0	0	0	0	0	5	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_modesticaldum_Ice1	GCA_000019165.1	Firmicutes	10	2	0	1	2	3	0	3	0	0	3	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_hadrus_comb._nov._VPI_82_52_DSM_3319	GCA_000332875.2	Firmicutes	9	0	0	0	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_fibrisolvens_164_draft_genome.	GCA_000209815.1	Firmicutes	5	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Catonella_morbi_ATCC_51271_C_morbi_1.0.1_Cont0.13	GCA_000160035.2	Firmicutes	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella_ignava_ATCC_51276	GCA_000235445.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_bacterium_ACC2	GCA_000242235.1	Firmicutes	3	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_bacterium_sp._ICM7	GCA_000287675.1	Firmicutes	7	0	0	0	2	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantia_formatexigens_I_52_DSM_14469	GCA_000173815.1	Firmicutes	2	0	0	0	0	1	0	1	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_hominis_A2_183_DSM_16839	GCA_000225345.1	Firmicutes	4	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_satelles_DSM_14600_S_satelles_1.0.1_Cont0.3	GCA_000160115.1	Firmicutes	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_valericigenes_Sjm18_20	GCA_000283575.1	Firmicutes	10	0	0	0	8	0	0	0	0	0	5	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Candidatus_Desulforudis_audaxviator_MP104C	GCA_000018425.1	Firmicutes	9	4	0	2	0	3	0	2	0	0	3	1	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_restrictus_DSM_9455	GCA_000512895.1	Firmicutes	8	5	0	0	1	0	0	0	0	0	6	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitobacterium_hafniense_Y51	GCA_000010045.1	Firmicutes	16	60	0	1	3	3	0	9	0	0	5	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfonispora_thiosulfatigenes_GKNTAUT__DSM_11270	GCA_900176035.1	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_orientis_Singapore_I_DSM_765	GCA_000235605.1	Firmicutes	15	19	0	5	13	3	0	3	0	0	6	1	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_gibsoniae_Groll_DSM_7213	GCA_000233715.3	Firmicutes	16	11	0	14	12	3	0	3	0	0	7	6	4
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Pelotomaculum_thermopropionicum_SI	GCA_000010565.1	Firmicutes	19	6	0	10	4	0	0	0	0	0	5	1	5
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Syntrophobotulus_glycolicus_DSM_8271	GCA_000190635.1	Firmicutes	11	2	0	0	0	3	4	4	0	0	5	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Thermincola_sp._JR	GCA_000092945.1	Firmicutes	10	12	0	4	0	3	0	3	0	0	6	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Filifactor_alocis_ATCC_35896	GCA_000163895.2	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_micros_ATCC_33270_unfinished_sequence	GCA_000154405.1	Firmicutes	8	2	0	0	0	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_colihominis_DSM_17241_unfinished_sequence	GCA_000154565.1	Firmicutes	13	4	0	0	5	0	0	1	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_prausnitzii_L26_draft_genome.	GCA_000210735.1	Firmicutes	8	0	0	1	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_obeum_A2_162_draft_genome.	GCA_000210015.1	Firmicutes	9	0	0	0	4	0	0	4	0	0	3	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_sp._18P13_draft_genome.	GCA_000210095.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_sp._4_3_54A2FAA	GCA_000238635.1	Firmicutes	5	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Dethiobacter_alkaliphilus_AHT_1_unfinished_sequence	GCA_000174415.1	Firmicutes	14	3	1	4	1	3	0	3	0	0	0	0	4
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_wolfei_Goettingen_DSM_2245B	GCA_000014725.1	Firmicutes	12	10	0	2	2	0	0	2	1	0	3	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophothermus_lipocalidus_DSM_12680	GCA_000092405.1	Firmicutes	10	3	0	3	0	3	0	2	0	0	3	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Anaerocellum_group_Anaerocellum_thermophilum_DSM_6725	GCA_000022325.1	Firmicutes	10	1	0	1	0	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Flavonifractor_Flavonifractor_plautii_ATCC_29863	GCA_000239295.1	Firmicutes	6	0	0	0	2	0	0	3	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_sp._sapolanicus	GCA_000166415.1	Firmicutes	11	1	0	2	3	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_orenii_H_168	GCA_000020485.1	Firmicutes	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Acetohalobium_arabaticum_DSM_5501	GCA_000144695.1	Firmicutes	13	2	0	4	1	0	0	0	0	0	3	3	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Halobacteroides_halobius_MD_1_DSM_5150	GCA_000328625.1	Firmicutes	14	1	0	0	3	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae_Natranaerobius_thermophilus_JWNM_WN_LF	GCA_000020005.1	Firmicutes	13	6	0	5	3	0	0	0	0	0	3	0	6
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Caldanaerobacter_subterraneus_tengcongensis_MB4T	GCA_000007085.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_hydrogenoformans_Z_2901_DSM_6008	GCA_000012865.1	Firmicutes	13	8	0	4	0	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_group_Ammonifex_degensii_KC4	GCA_000024605.1	Firmicutes	9	6	0	2	0	0	0	0	0	0	0	3	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Tepidanaerobacter_acetatoxydans_Re1	GCA_000328765.2	Firmicutes	2	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_phaeum_DSM_12270	GCA_000305935.1	Firmicutes	25	13	0	6	0	3	0	2	0	0	7	1	3
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermanaeromonas_toyohensis_ToBE_DSM_14490	GCA_900176005.1	Firmicutes	15	10	0	9	9	0	0	0	0	0	2	1	3
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_italicus_Ab9	GCA_000025645.1	Firmicutes	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Thermoanaerobacterium_thermosaccharolyticum_M0795	GCA_000328545.1	Firmicutes	4	0	0	0	0	3	0	4	0	0	2	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Thermosediminibacter_oceani_DSM_16646	GCA_000144645.1	Firmicutes	8	3	0	1	0	0	0	0	0	0	0	0	3
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_IV._Incertae_Sedis_Mahella_australiensis_50_1_BON_DSM_15567	GCA_000213255.1	Firmicutes	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Bulleidia_extructa_W1219_contig00009	GCA_000177375.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Catenibacterium_mitsuokai_DSM_15897_C_mitsuokai_1.0_Cont88.1	GCA_000173795.1	Firmicutes	7	0	0	0	1	0	0	0	0	0	3	0	0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_sp._8_2_54BFAA	GCA_000244855.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_rhusiopathiae_str._Fujisawa	GCA_000270085.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_moorei_F0204_S_mooreiF0204_1.0_Cont15.1	GCA_000186945.2	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_sp._HGF1_contig00015	GCA_001543345.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_fermentans_DSM_20731	GCA_000025305.1	Firmicutes	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_sp._YIT_12067_P_spYIT12067_1.0_Cont77.1	GCA_000188175.1	Firmicutes	6	0	0	0	1	0	0	5	0	0	2	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Acetonema_longum_DSM_6540_Contig00019	GCA_000219125.2	Firmicutes	14	5	0	0	4	0	0	6	0	0	4	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Allisonella_histaminiformans_DSM_15230	GCA_900103425.1	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Centipeda_periodontii_DSM_2778_contig00059	GCA_000213975.1	Firmicutes	8	2	0	0	0	0	0	1	0	0	3	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_microaerophilus_UPII_345_E_contig00002	GCA_000183445.2	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_sp._BV3C16_1	GCA_000478965.1	Firmicutes	2	0	0	0	0	0	0	4	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Mitsuokella_multacida_DSM_20544	GCA_000155955.1	Firmicutes	9	3	0	0	0	0	0	3	0	0	3	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Pelosinus_sp._UFO1	GCA_000725345.1	Firmicutes	12	4	1	1	3	3	4	7	0	0	3	1	3
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Selenomonas_ruminantium_lactilytica_TAM6421	GCA_000284095.1	Firmicutes	9	4	0	0	0	1	0	1	0	0	3	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_parvula_DSM_2008	GCA_000024945.1	Firmicutes	8	2	0	0	2	0	0	1	0	0	4	0	0
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Cetobacterium_somerae_ATCC_BAA_474	GCA_000479045.1	Fusobacteria	13	6	0	2	2	0	0	0	0	0	2	0	3
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_nucleatum_nucleatum_ATCC_25586	GCA_000007325.1	Fusobacteria	1	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Ilyobacter_polytropus_DSM_2926	GCA_000165505.1	Fusobacteria	13	1	0	1	5	3	0	3	0	0	3	0	3
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Leptotrichia_goodfellowii_F0264_contig00021	GCA_000176335.1	Fusobacteria	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Sebaldella_termitidis_ATCC_33386	GCA_000024405.1	Fusobacteria	10	1	0	2	3	0	0	0	0	0	4	1	3
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Streptobacillus_moniliformis_DSM_12112	GCA_000024565.1	Fusobacteria	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_GN02_CG1_02_SUB10_Gracilibacteria_GN02_38_174	GCA_001871945.1	GN02	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_GN02_CG2_30_FULL_Gracilibacteria_GN02_37_12	GCA_001873165.1	GN02	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Gemmatimonadetes_Gemmatimonadetes_Gemmatimonadales_Gemmatimonadaceae_Gemmatimonas_aurantiaca_T_27	GCA_000010305.1	Gemmatimonadetes	11	2	2	0	4	0	0	0	0	0	3	0	0
Bacteria_Gemmatimonadetes_Gemmatimonadetes_Gemmatimonadetes_bacterium_KBS708	GCA_000522985.1	Gemmatimonadetes	13	2	4	0	5	0	0	0	0	0	0	2	0
Bacteria_Ignavibacteria_GWF2_RIF_IGX_33_9	GCA_001804565.1	Ignavibacteria	6	1	0	0	2	0	0	0	0	0	0	0	0
Bacteria_Ignavibacteria_RIFCSPLOWO2_02_FULL_Ignavibacteria_55_14	GCA_001802915.1	Ignavibacteria	5	3	1	0	1	0	0	0	0	0	2	0	0
Bacteria_Ignavibacteria_RIFOXYC2_FULL_Ignavibacteria_38_25	GCA_001803165.1	Ignavibacteria	8	3	0	1	2	0	0	0	0	0	0	3	0
Bacteria_Ignavibacteria_RIFOXYC2_FULL_RIF_IGX_35_21	GCA_001804705.1	Ignavibacteria	5	1	0	0	2	0	0	1	0	0	0	0	0
Bacteria_Ignavibacteria_RIFOXYD12_FULL_Ignavibacteria_36_8	GCA_001804715.1	Ignavibacteria	8	3	0	0	3	0	0	0	0	0	0	0	0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_38_69	GCA_001803205.1	Lentisphaerae	8	2	0	1	2	0	0	0	0	0	3	3	0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_44_16	GCA_001803225.1	Lentisphaerae	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_49_21	GCA_001804805.1	Lentisphaerae	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_50_93	GCA_001804815.1	Lentisphaerae	3	0	0	0	0	3	0	1	0	0	0	0	0
Bacteria_Lentisphaerae_GWF2_Lentisphaerae_57_35	GCA_001804865.1	Lentisphaerae	9	0	0	0	2	3	0	3	0	0	2	0	0
Bacteria_Melainabacteria_GWF2_Melainabacteria_37_15	GCA_001784565.1	Melainabacteria	3	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Melainabacteria_RIFCSPHIGHO2_02_FULL_Melainabacteria_34_12	GCA_001784555.1	Melainabacteria	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Melainabacteria_RIFCSPLOWO2_12_FULL_Melainabacteria_35_11	GCA_001786505.1	Melainabacteria	11	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Melainabacteria_RIFOXYA2_FULL_Melainabacteria_32_9	GCA_001784615.1	Melainabacteria	3	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_NC10_RIFCSPLOWO2_02_FULL_NC10_66_22	GCA_001771245.1	NC10	14	9	2	6	1	0	0	0	0	0	2	0	2
Bacteria_Nitrospinae_RifCSPlowO2_12_Nitrospinae_39_15	GCA_001803525.1	Nitrospinae	8	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Nitrospirae_CG2_30_FULL_Nitrospirae_53_67	GCA_001873285.1	Nitrospirae	12	11	0	0	1	0	0	0	0	0	3	0	3
Bacteria_Nitrospirae_CG2_30_FULL_Nitrospirae_70_394	GCA_001873295.1	Nitrospirae	9	3	0	0	0	0	0	0	0	0	2	0	0
Bacteria_Nitrospirae_GWB2_Nitrospirae_47_37	GCA_001803635.1	Nitrospirae	10	11	0	0	0	3	0	2	0	0	1	0	3
Bacteria_Nitrospirae_GWC2_Nitrospirae_57_13	GCA_001805055.1	Nitrospirae	13	12	1	1	0	3	0	2	0	0	0	0	3
Bacteria_Nitrospirae_GWF2_Nitrospirae_44_13	GCA_001805105.1	Nitrospirae	11	4	0	0	0	3	0	2	0	0	0	0	3
