genome_name	genome	taxonomy	temperature	oxygen	pH	habitat	habitat_diversity
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Anoxybacillus_flavithermus_WK1	GCA_000019045.1	Firmicutes	46.64979374	aerobe	6.0994577	Plant	20.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_anthracis_52_G	GCA_000559005.1	Firmicutes	35.28718215	aerobe	6.798036	Plant	17.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_selenitireducens_MLS10	GCA_000093085.1	Firmicutes	32.26855871	aerobe	5.7270985	Engineered	16.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_tusciae_DSM_2912	GCA_000092905.1	Firmicutes	47.79831778	aerobe	6.8601913		
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Caldalkalibacillus_thermarum_TA2.A1_ctg240	GCA_000218765.2	Firmicutes	47.81933256	anaerobe	7.106319	Engineered	5.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Geobacillus_kaustophilus_HTA426	GCA_000009785.1	Firmicutes	49.79252574	aerobe	7.0256443	Engineered	11.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Halobacillus_halophilus_DSM_2266	GCA_000284515.1	Firmicutes	35.14002967	aerobe	5.2982717	Engineered	11.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Lysinibacillus_sphaericus_C3_41	GCA_000017965.1	Firmicutes	33.35474144	aerobe	6.1507406	Plant	24.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Oceanobacillus_iheyensis_HTE831	GCA_000011245.1	Firmicutes	30.7633693	aerobe	6.0907645	Engineered	19.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Salimicrobium_sp._MJ3	GCA_000299295.2	Firmicutes	35.92837694	aerobe	6.2461805	Engineered	8.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Terribacillus_aidingensis_MP602	GCA_000725365.1	Firmicutes	32.25370488	aerobe	5.6683617	Engineered	19.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Virgibacillus_sp._CM_4	GCA_000725285.1	Firmicutes	33.92265098	aerobe	6.556863	Engineered	16.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillales_incertae_sedis_Bacillales_Family_XI._Incertae_Sedis_Gemella_haemolysans_ATCC_10379	GCA_000173915.1	Firmicutes	39.68119505	anaerobe	7.0350018	Host-associated	7.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillales_incertae_sedis_Bacillales_Family_XII._Incertae_Sedis_Exiguobacterium_sp._AT1b	GCA_000023045.1	Firmicutes	35.81933726	aerobe	6.558113	Engineered	16.0
Bacteria_Firmicutes_Bacilli_Bacillales_Bacillales_incertae_sedis_Bhargavaea_cecembensis_DSE10	GCA_000348905.1	Firmicutes	34.48211752	aerobe	6.515859	Plant	17.0
Bacteria_Firmicutes_Bacilli_Bacillales_Listeriaceae_Listeria_innocua_sv._6a_Clip11262	GCA_000195795.1	Firmicutes	32.77752544	anaerobe	5.9622293		
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_brevis_NBRC_100599	GCA_000010165.1	Firmicutes	36.03895568	aerobe	5.559592	Terrestrial	6.0
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_lactis_154	GCA_000230915.2	Firmicutes	35.78589507	aerobe	6.368064	Engineered	12.0
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Saccharibacillus_sacchari_GR21_DSM_19268	GCA_000585395.1	Firmicutes	30.36108758	anaerobe	5.6794357		
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Thermobacillus_composti_KWC4_DSM_18247	GCA_000227705.3	Firmicutes	39.03961394	anaerobe	6.7086377	Engineered	7.0
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Planococcus_donghaensis_MPA1U2_contig00058	GCA_000189395.2	Firmicutes	31.26135426	aerobe	6.333872	Plant	18.0
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Solibacillus_silvestris_StLB046	GCA_000271325.1	Firmicutes	34.9284055	aerobe	6.061656	Host-associated	24.0
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Sporosarcina_newyorkensis_2681	GCA_000220335.1	Firmicutes	32.9678641	aerobe	6.0403333	Plant	24.0
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Viridibacillus_arenosi_FSL_R5_213	GCA_000518005.1	Firmicutes	32.47616828	aerobe	6.091296	Plant	24.0
Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Macrococcus_caseolyticus_JCSC5402	GCA_000010585.1	Firmicutes	32.12830082	anaerobe	6.9412255	Host-associated	21.0
Bacteria_Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae_Desmospora_sp._8437	GCA_000213595.1	Firmicutes	37.79706909	aerobe	6.8017817	Engineered	2.0
Bacteria_Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae_Thermoactinomyces_sp._Gus2_1	GCA_000753855.1	Firmicutes	46.8918016	aerobe	6.0348587		
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_defectiva_ATCC_49176	GCA_000160075.2	Firmicutes	38.17521869	anaerobe	6.5997014	Host-associated	7.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerococcus_urinae_ACS_120_V_Col10a	GCA_000193205.1	Firmicutes	36.67041139	anaerobe	5.9445167	Host-associated	10.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Eremococcus_coleocola_ACS_139_V_Col8_contig00001	GCA_000183205.2	Firmicutes	37.15695834	anaerobe	6.4339294	Host-associated	2.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Facklamia_ignava_CCUG_37419	GCA_000301055.1	Firmicutes	39.27096602	anaerobe	7.2351594	Host-associated	2.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Alloiococcus_otitis_ATCC_51267	GCA_000315445.1	Firmicutes	33.76107654	anaerobe	5.781697	Engineered	3.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_maltaromaticum_LMA28	GCA_000317975.2	Firmicutes	28.07896404	anaerobe	5.6725864	Host-associated	22.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Dolosigranulum_pigrum_ATCC_51524	GCA_000245815.1	Firmicutes	29.21891764	anaerobe	6.615458		
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_elegans_ATCC_700633_genomic_scaffold_supercont1.2	GCA_000162475.2	Firmicutes	33.47279939	anaerobe	6.520135	Host-associated	20.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Catellicoccus_marimammalium_M35043	GCA_000313915.1	Firmicutes	35.9916807	anaerobe	6.530355	Host-associated	22.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_faecalis_D32	GCA_000281195.1	Firmicutes	32.21994046	anaerobe	6.2330937	Host-associated	20.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Melissococcus_plutonius_ATCC_35311	GCA_000270185.1	Firmicutes	29.29437679	anaerobe	5.8465557	Host-associated	22.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Tetragenococcus_halophilus_NBRC_12172	GCA_000283615.1	Firmicutes	32.08614842	anaerobe	6.2343245	Host-associated	14.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_acidophilus_NCFM	GCA_000011985.1	Firmicutes	34.80428664	anaerobe	5.9607935	Host-associated	10.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_catenaformis_OT_569	GCA_000340375.1	Firmicutes	36.3840151	anaerobe	6.511483		
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_claussenii_P06_ATCC_BAA_344	GCA_000237995.2	Firmicutes	27.83638428	anaerobe	5.8316374	Engineered	11.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_kimchii_IMSNU11154	GCA_000092505.1	Firmicutes	28.38741166	anaerobe	6.680414	Host-associated	4.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Oenococcus_oeni_PSU_1	GCA_000014385.1	Firmicutes	28.48660256	anaerobe	6.1314344	Host-associated	2.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Weissella_ceti_WS74	GCA_000750515.1	Firmicutes	31.56351722	anaerobe	6.425672	Host-associated	10.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_garvieae_Lg2	GCA_000269945.1	Firmicutes	34.22081404	anaerobe	5.673396	Engineered	11.0
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_mutans_GS_5	GCA_000271865.1	Firmicutes	35.22119569	anaerobe	6.4006424	Host-associated	18.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_oremlandii_OhILAs	GCA_000018325.1	Firmicutes	34.60709565	anaerobe	6.2347107	Host-associated	4.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Butyricicoccus_pullicaecorum_1.2	GCA_000398925.1	Firmicutes	34.22359974	anaerobe	5.818262	Host-associated	10.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloramator_australicus_RC3	GCA_000297115.1	Firmicutes	60.75805613	anaerobe	6.3291407		
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Candidatus_Arthromitus_sp._SFB_mouse_Japan	GCA_000270205.1	Firmicutes	37.68248534	anaerobe	6.2735515	Host-associated	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acetobutylicum_EA_2018	GCA_000191905.1	Firmicutes	39.48620463	anaerobe	6.4205837	Host-associated	5.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acidurici_9a_DSM_604	GCA_000299355.1	Firmicutes	33.64699889	anaerobe	6.9769096	Terrestrial	2.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_bartlettii_DSM_16795_unfinished_sequence	GCA_000154445.1	Firmicutes	38.79690986	anaerobe	6.245253	Host-associated	17.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_clariflavum_EBR_45_DSM_19732	GCA_000237085.1	Firmicutes	52.18065113	anaerobe	6.4314423	Engineered	14.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_lentocellum_DSM_5427	GCA_000178835.2	Firmicutes	36.51534384	anaerobe	6.899478	Host-associated	4.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_nexile_DSM_1787_unfinished_sequence	GCA_000156035.2	Firmicutes	39.58440726	anaerobe	6.563461	Host-associated	14.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_orbiscindens_1_3_50AFAA	GCA_000760655.1	Firmicutes	35.59572033	anaerobe	6.858608	Host-associated	19.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_phytofermentans_ISDg	GCA_000018685.1	Firmicutes	35.54941077	anaerobe	6.8314924	Host-associated	14.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Fervidicella_Metallireducens_AeB	GCA_000601455.1	Firmicutes	47.98789544	anaerobe	5.5325637	Engineered	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Thermobrachium_celere_JWYL_NZ35_DSM_8682	GCA_000430995.1	Firmicutes	54.04580769	anaerobe	6.892856		
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Youngiibacter_fragile_232.1	GCA_000495435.3	Firmicutes	38.84882918	anaerobe	7.0676613	Terrestrial	10.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Anaerococcus_prevotii_DSM_20548	GCA_000024105.1	Firmicutes	43.97289018	anaerobe	6.5795217	Host-associated	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Finegoldia_magna_ATCC_29328	GCA_000010185.1	Firmicutes	42.81333029	anaerobe	7.5747957	Host-associated	4.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Peptoniphilus_harei_ACS_146_V_Sch2b_contig00003	GCA_000183565.2	Firmicutes	50.07304594	anaerobe	7.3650694		
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XII._Incertae_Sedis_Acidaminobacter_hydrogenoformans_DSM_2784	GCA_900103005.1	Firmicutes	37.16609699	anaerobe	6.728718	Freshwater	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIII._Incertae_Sedis_Mogibacterium_timidum_ATCC_33093	GCA_000525775.1	Firmicutes	33.52716977	anaerobe	6.7652683	Host-associated	3.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIV._Incertae_Sedis_Anaerobranca_gottschalkii_DSM_13577	GCA_900111575.1	Firmicutes	45.92971268	anaerobe	7.1112533		
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVII._Incertae_Sedis_Sulfobacillus_acidophilus_TPY	GCA_000219855.1	Firmicutes	49.96828209	aerobe	5.0748644		
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVII._Incertae_Sedis_Thermaerobacter_marianensis_DSM_12885	GCA_000184705.1	Firmicutes	48.90758865	anaerobe	5.9154215	Terrestrial	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVIII._Incertae_Sedis_Symbiobacterium_thermophilum_IAM_14863	GCA_000009905.1	Firmicutes	48.04921185	anaerobe	7.106428	Terrestrial	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Acetobacterium_woodii_WB1_DSM_1030	GCA_000247605.1	Firmicutes	35.37926741	anaerobe	6.5305886	Terrestrial	3.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Anaerofustis_stercorihominis_DSM_17244_unfinished_sequence	GCA_000154825.1	Firmicutes	32.69791071	anaerobe	5.719683		
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_biforme_DSM_3989_unfinished_sequence	GCA_000156655.1	Firmicutes	40.48339352	anaerobe	5.8803825	Host-associated	7.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_limosum_KIST612	GCA_000152245.2	Firmicutes	37.6632142	anaerobe	5.752707	Host-associated	2.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_sp._AS15	GCA_000287695.1	Firmicutes	45.8844991	anaerobe	6.484081		
Bacteria_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_modesticaldum_Ice1	GCA_000019165.1	Firmicutes	41.99188122	anaerobe	7.3169193	Terrestrial	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_hadrus_comb._nov._VPI_82_52_DSM_3319	GCA_000332875.2	Firmicutes	33.70448287	anaerobe	6.581065	Host-associated	14.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_fibrisolvens_164_draft_genome.	GCA_000209815.1	Firmicutes	40.03941418	anaerobe	6.7737966		
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Catonella_morbi_ATCC_51271_C_morbi_1.0.1_Cont0.13	GCA_000160035.2	Firmicutes	41.51092093	anaerobe	6.892932	Host-associated	9.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella_ignava_ATCC_51276	GCA_000235445.1	Firmicutes	46.23616029	anaerobe	6.9527335		
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_bacterium_ACC2	GCA_000242235.1	Firmicutes	31.50593229	anaerobe	6.504343	Host-associated	13.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_bacterium_sp._ICM7	GCA_000287675.1	Firmicutes	35.11309777	anaerobe	6.698996	Host-associated	14.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantia_formatexigens_I_52_DSM_14469	GCA_000173815.1	Firmicutes	37.62082396	anaerobe	6.363586	Host-associated	12.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_hominis_A2_183_DSM_16839	GCA_000225345.1	Firmicutes	37.5066809	anaerobe	7.119503	Host-associated	12.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_satelles_DSM_14600_S_satelles_1.0.1_Cont0.3	GCA_000160115.1	Firmicutes	36.14281854	anaerobe	6.733621	Host-associated	6.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_valericigenes_Sjm18_20	GCA_000283575.1	Firmicutes	31.71358521	anaerobe	6.387665	Host-associated	16.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Candidatus_Desulforudis_audaxviator_MP104C	GCA_000018425.1	Firmicutes	49.24632374	anaerobe	6.151478	Terrestrial	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_restrictus_DSM_9455	GCA_000512895.1	Firmicutes	39.77681877	anaerobe	6.1482506	Engineered	11.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitobacterium_hafniense_Y51	GCA_000010045.1	Firmicutes	38.76661038	anaerobe	6.4366436	Freshwater	8.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfonispora_thiosulfatigenes_GKNTAUT__DSM_11270	GCA_900176035.1	Firmicutes	35.40897481	anaerobe	6.354917	Engineered	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_orientis_Singapore_I_DSM_765	GCA_000235605.1	Firmicutes	36.30368645	anaerobe	5.6724677		
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_gibsoniae_Groll_DSM_7213	GCA_000233715.3	Firmicutes	45.48939947	anaerobe	7.116496	Terrestrial	1.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Pelotomaculum_thermopropionicum_SI	GCA_000010565.1	Firmicutes	55.5326123	anaerobe	7.2397947	Host-associated	4.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Syntrophobotulus_glycolicus_DSM_8271	GCA_000190635.1	Firmicutes	36.75733593	anaerobe	5.9795475	Engineered	9.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Thermincola_sp._JR	GCA_000092945.1	Firmicutes	49.92099833	anaerobe	6.536968	Host-associated	6.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Filifactor_alocis_ATCC_35896	GCA_000163895.2	Firmicutes	39.04131522	anaerobe	6.528529	Host-associated	2.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_micros_ATCC_33270_unfinished_sequence	GCA_000154405.1	Firmicutes	42.59962581	anaerobe	7.3809342		
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_colihominis_DSM_17241_unfinished_sequence	GCA_000154565.1	Firmicutes	39.39576442	anaerobe	7.0046954	Host-associated	12.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_prausnitzii_L26_draft_genome.	GCA_000210735.1	Firmicutes	35.98762504	anaerobe	6.343802		
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_obeum_A2_162_draft_genome.	GCA_000210015.1	Firmicutes	37.74446341	anaerobe	6.8330364	Host-associated	11.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_sp._18P13_draft_genome.	GCA_000210095.1	Firmicutes	31.73062735	anaerobe	6.224605	Host-associated	12.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_sp._4_3_54A2FAA	GCA_000238635.1	Firmicutes	38.88424655	anaerobe	6.411921	Host-associated	9.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Dethiobacter_alkaliphilus_AHT_1_unfinished_sequence	GCA_000174415.1	Firmicutes	41.66145126	anaerobe	6.417081	Host-associated	6.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_wolfei_Goettingen_DSM_2245B	GCA_000014725.1	Firmicutes	43.40615558	anaerobe	7.6778383	Engineered	5.0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophothermus_lipocalidus_DSM_12680	GCA_000092405.1	Firmicutes	53.1665824	anaerobe	5.351865	Engineered	4.0
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Anaerocellum_group_Anaerocellum_thermophilum_DSM_6725	GCA_000022325.1	Firmicutes	65.77548579	anaerobe	6.2197385		
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Flavonifractor_Flavonifractor_plautii_ATCC_29863	GCA_000239295.1	Firmicutes	35.1087673	anaerobe	6.4914474	Host-associated	17.0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_sp._sapolanicus	GCA_000166415.1	Firmicutes	45.37467366	anaerobe	6.39393	Terrestrial	5.0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_orenii_H_168	GCA_000020485.1	Firmicutes	54.67895159	anaerobe	6.8618255	Terrestrial	2.0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Acetohalobium_arabaticum_DSM_5501	GCA_000144695.1	Firmicutes	35.98437896	anaerobe	6.488015		
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Halobacteroides_halobius_MD_1_DSM_5150	GCA_000328625.1	Firmicutes	33.29956331	anaerobe	5.8642764		
Bacteria_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae_Natranaerobius_thermophilus_JWNM_WN_LF	GCA_000020005.1	Firmicutes	35.33911396	anaerobe	6.3799543		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Caldanaerobacter_subterraneus_tengcongensis_MB4T	GCA_000007085.1	Firmicutes	64.28223776	anaerobe	5.907703		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_hydrogenoformans_Z_2901_DSM_6008	GCA_000012865.1	Firmicutes	57.92467938	anaerobe	6.583411		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_group_Ammonifex_degensii_KC4	GCA_000024605.1	Firmicutes	63.23561095	anaerobe	7.1749506		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Tepidanaerobacter_acetatoxydans_Re1	GCA_000328765.2	Firmicutes	45.9375818	anaerobe	7.294773		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_phaeum_DSM_12270	GCA_000305935.1	Firmicutes	54.07217467	anaerobe	6.6774807		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermanaeromonas_toyohensis_ToBE_DSM_14490	GCA_900176005.1	Firmicutes	56.11937994	anaerobe	6.973525	Terrestrial	2.0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_italicus_Ab9	GCA_000025645.1	Firmicutes	57.22871059	anaerobe	6.435575		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Thermoanaerobacterium_thermosaccharolyticum_M0795	GCA_000328545.1	Firmicutes	47.0151687	anaerobe	7.104931	Engineered	2.0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Thermosediminibacter_oceani_DSM_16646	GCA_000144645.1	Firmicutes	59.25366477	anaerobe	5.454993		
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_IV._Incertae_Sedis_Mahella_australiensis_50_1_BON_DSM_15567	GCA_000213255.1	Firmicutes	48.44297805	anaerobe	6.59246		
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Bulleidia_extructa_W1219_contig00009	GCA_000177375.1	Firmicutes	39.44302941	anaerobe	7.1145177	Host-associated	1.0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Catenibacterium_mitsuokai_DSM_15897_C_mitsuokai_1.0_Cont88.1	GCA_000173795.1	Firmicutes	37.85416415	anaerobe	6.1376057	Host-associated	6.0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_sp._8_2_54BFAA	GCA_000244855.1	Firmicutes	40.01938876	anaerobe	6.701691	Host-associated	4.0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_rhusiopathiae_str._Fujisawa	GCA_000270085.1	Firmicutes	40.90941452	anaerobe	6.5816393	Host-associated	1.0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_moorei_F0204_S_mooreiF0204_1.0_Cont15.1	GCA_000186945.2	Firmicutes	35.24491074	anaerobe	6.6443944	Host-associated	3.0
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_sp._HGF1_contig00015	GCA_001543345.1	Firmicutes	39.73273942	anaerobe	6.5555835	Host-associated	16.0
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Eggerthia_catenaformis_DSM_20559	GCA_000340375.1	Firmicutes	36.3840151	anaerobe	6.511483		
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_fermentans_DSM_20731	GCA_000025305.1	Firmicutes	32.6198389	anaerobe	6.351952	Host-associated	7.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_sp._YIT_12067_P_spYIT12067_1.0_Cont77.1	GCA_000188175.1	Firmicutes	40.67171057	anaerobe	6.52606	Host-associated	10.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Acetonema_longum_DSM_6540_Contig00019	GCA_000219125.2	Firmicutes	37.91339727	anaerobe	6.488424	Host-associated	8.0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Allisonella_histaminiformans_DSM_15230	GCA_900103425.1	Firmicutes	34.52008368	anaerobe	6.762292		
